state,county,sex,age,race,hispanic,educ,empstat,hrs_wk,income,deg_bachelors,deg_masters,deg_profession,deg_phd,i_female,i_black,i_white,i_hispanic,i_workforce,i_employed
25,25017,Female,37,White,Non-Hispanic,17,Employed,50,50000,1,1,0,0,1,0,1,0,1,1
37,37035,Female,27,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
19,19000,Female,73,White,Non-Hispanic,12,Not in labor force,0,20000,0,0,0,0,1,0,1,0,0,0
49,49035,Female,55,White,Non-Hispanic,16,Not in labor force,40,2200,1,0,0,0,1,0,1,0,0,0
06,06113,Male,54,White,Non-Hispanic,12,Employed,60,145000,0,0,0,0,0,0,1,0,1,1
48,48000,Female,84,White,Non-Hispanic,11,Not in labor force,0,6900,0,0,0,0,1,0,1,0,0,0
41,41071,Female,25,Black,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
55,55000,Male,18,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
15,15003,Female,19,Black,Non-Hispanic,12,Employed,40,36000,0,0,0,0,1,1,0,0,1,1
32,32003,Male,69,White,Non-Hispanic,17,Employed,40,225000,1,0,1,0,0,0,1,0,1,1
17,17089,Male,24,White,Non-Hispanic,16,Employed,40,7500,1,0,0,0,0,0,1,0,1,1
05,05000,Female,69,Black,Non-Hispanic,17,Employed,19,86000,1,1,0,0,1,1,0,0,1,1
37,37183,Female,60,White,Non-Hispanic,14,Employed,24,20000,0,0,0,0,1,0,1,0,1,1
06,06037,Female,21,Other,Hispanic,12,Employed,52,8000,0,0,0,0,1,0,0,1,1,1
39,39049,Female,47,White,Non-Hispanic,13,Employed,40,60500,0,0,0,0,1,0,1,0,1,1
51,51087,Female,54,White,Non-Hispanic,17,Employed,30,13000,1,1,0,0,1,0,1,0,1,1
33,33000,Female,42,White,Non-Hispanic,16,Employed,40,65000,1,0,0,0,1,0,1,0,1,1
53,53077,Female,69,White,Non-Hispanic,17,Not in labor force,0,0,1,1,0,0,1,0,1,0,0,0
06,06113,Female,43,White,Non-Hispanic,17,Employed,40,185000,1,0,1,0,1,0,1,0,1,1
06,06001,Female,35,Other,Non-Hispanic,17,Unemployed,60,30000,1,1,0,0,1,0,0,0,1,0
13,13000,Male,23,Black,Non-Hispanic,13,Employed,40,36000,0,0,0,0,0,1,0,0,1,1
06,06037,Female,58,Other,Hispanic,12,Employed,45,36000,0,0,0,0,1,0,0,1,1,1
06,06055,Male,42,White,Non-Hispanic,16,Employed,50,130000,1,0,0,0,0,0,1,0,1,1
36,36103,Female,45,White,Non-Hispanic,17,Employed,40,113000,1,1,0,0,1,0,1,0,1,1
39,39089,Female,83,White,Non-Hispanic,12,Not in labor force,0,28600,0,0,0,0,1,0,1,0,0,0
32,32003,Female,41,White,Non-Hispanic,16,Employed,40,43070,1,0,0,0,1,0,1,0,1,1
22,22055,Male,37,White,Non-Hispanic,12,Employed,40,50000,0,0,0,0,0,0,1,0,1,1
29,29047,Female,40,White,Non-Hispanic,16,Employed,40,90000,1,0,0,0,1,0,1,0,1,1
36,36103,Male,74,White,Non-Hispanic,16,Not in labor force,0,82020,1,0,0,0,0,0,1,0,0,0
24,24005,Male,79,White,Non-Hispanic,17,Employed,12,149000,1,0,0,1,0,0,1,0,1,1
04,04013,Male,31,Other,Hispanic,16,Employed,40,60000,1,0,0,0,0,0,0,1,1,1
08,08000,Female,37,White,Non-Hispanic,17,Employed,56,58000,1,1,0,0,1,0,1,0,1,1
06,06065,Male,19,Other,Non-Hispanic,12,Not in labor force,40,10000,0,0,0,0,0,0,0,0,0,0
53,53073,Male,41,White,Non-Hispanic,10,Employed,40,93000,0,0,0,0,0,0,1,0,1,1
22,22000,Male,57,Black,Non-Hispanic,16,Employed,40,135000,1,0,0,0,0,1,0,0,1,1
06,06000,Female,42,White,Non-Hispanic,17,Employed,30,300000,1,0,1,0,1,0,1,0,1,1
12,12011,Female,81,Black,Non-Hispanic,10,Not in labor force,0,18000,0,0,0,0,1,1,0,0,0,0
46,46000,Female,32,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
12,12057,Male,53,White,Non-Hispanic,,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
08,08000,Female,53,White,Non-Hispanic,,Employed,40,109100,0,0,0,0,1,0,1,0,1,1
04,04013,Female,46,Other,Hispanic,16,Employed,55,55000,1,0,0,0,1,0,0,1,1,1
48,48000,Male,47,White,Non-Hispanic,13,Employed,66,120000,0,0,0,0,0,0,1,0,1,1
26,26000,Female,71,White,Hispanic,12,Not in labor force,0,7600,0,0,0,0,1,0,1,1,0,0
23,23000,Male,69,White,Non-Hispanic,14,Not in labor force,0,14000,0,0,0,0,0,0,1,0,0,0
35,35000,Female,89,Other,Hispanic,12,Not in labor force,0,4800,0,0,0,0,1,0,0,1,0,0
46,46000,Male,19,White,Non-Hispanic,12,Employed,10,30000,0,0,0,0,0,0,1,0,1,1
06,06037,Male,22,Other,Hispanic,12,Unemployed,0,0,0,0,0,0,0,0,0,1,1,0
24,24005,Female,58,Black,Non-Hispanic,16,Employed,40,110000,1,0,0,0,1,1,0,0,1,1
40,40109,Female,57,White,Non-Hispanic,16,Employed,35,48000,1,0,0,0,1,0,1,0,1,1
22,22000,Female,69,White,Non-Hispanic,17,Not in labor force,0,16500,1,1,0,0,1,0,1,0,0,0
25,25025,Male,51,Other,Non-Hispanic,17,Employed,40,120200,1,1,0,0,0,0,0,0,1,1
12,12017,Male,65,White,Non-Hispanic,,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
36,36061,Male,36,Other,Hispanic,17,Employed,50,220000,1,1,0,0,0,0,0,1,1,1
21,21000,Male,53,White,Non-Hispanic,12,Unemployed,0,0,0,0,0,0,0,0,1,0,1,0
42,42000,Female,56,White,Non-Hispanic,12,Employed,40,40000,0,0,0,0,1,0,1,0,1,1
47,47000,Male,36,White,Non-Hispanic,12,Employed,44,85000,0,0,0,0,0,0,1,0,1,1
33,33000,Female,59,White,Non-Hispanic,14,Employed,38,56000,0,0,0,0,1,0,1,0,1,1
48,48167,Female,24,Black,Non-Hispanic,13,Employed,30,10000,0,0,0,0,1,1,0,0,1,1
24,24510,Female,57,Black,Non-Hispanic,12,Employed,50,60000,0,0,0,0,1,1,0,0,1,1
53,53011,Female,61,White,Non-Hispanic,13,Employed,10,5200,0,0,0,0,1,0,1,0,1,1
04,04015,Female,94,White,Non-Hispanic,12,Not in labor force,0,24000,0,0,0,0,1,0,1,0,0,0
13,13067,Male,24,Other,Hispanic,13,Employed,32,24000,0,0,0,0,0,0,0,1,1,1
39,39000,Male,73,White,Non-Hispanic,16,Not in labor force,0,35000,1,0,0,0,0,0,1,0,0,0
12,12011,Female,81,Other,Non-Hispanic,12,Not in labor force,0,108000,0,0,0,0,1,0,0,0,0,0
12,12061,Female,69,White,Non-Hispanic,12,Employed,20,59400,0,0,0,0,1,0,1,0,1,1
48,48029,Female,74,Other,Hispanic,12,Not in labor force,0,11500,0,0,0,0,1,0,0,1,0,0
29,29510,Female,63,Black,Non-Hispanic,14,Employed,40,50000,0,0,0,0,1,1,0,0,1,1
39,39000,Female,74,White,Non-Hispanic,16,Not in labor force,0,24000,1,0,0,0,1,0,1,0,0,0
37,37000,Female,83,Black,Non-Hispanic,12,Not in labor force,0,11400,0,0,0,0,1,1,0,0,0,0
13,13000,Male,56,White,Non-Hispanic,10,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
06,06073,Female,37,Chinese,Non-Hispanic,17,Employed,40,140000,1,0,0,1,1,0,0,0,1,1
37,37000,Male,75,White,Non-Hispanic,16,Not in labor force,0,15000,1,0,0,0,0,0,1,0,0,0
36,36063,Male,62,White,Non-Hispanic,13,Not in labor force,45,52700,0,0,0,0,0,0,1,0,0,0
36,36013,Male,59,White,Non-Hispanic,14,Employed,50,140000,0,0,0,0,0,0,1,0,1,1
47,47000,Male,40,White,Non-Hispanic,12,Employed,40,36000,0,0,0,0,0,0,1,0,1,1
46,46000,Female,91,White,Non-Hispanic,16,Not in labor force,0,92000,1,0,0,0,1,0,1,0,0,0
06,06073,Male,25,Other,Hispanic,12,Employed,50,35000,0,0,0,0,0,0,0,1,1,1
45,45000,Male,59,White,Non-Hispanic,12,Employed,40,79000,0,0,0,0,0,0,1,0,1,1
01,01000,Male,46,Black,Non-Hispanic,,Employed,40,40000,0,0,0,0,0,1,0,0,1,1
18,18141,Male,47,White,Non-Hispanic,17,Employed,70,468050,1,0,0,1,0,0,1,0,1,1
13,13000,Female,23,White,Non-Hispanic,12,Employed,35,24000,0,0,0,0,1,0,1,0,1,1
21,21111,Female,75,White,Non-Hispanic,17,Not in labor force,0,12300,1,1,0,0,1,0,1,0,0,0
42,42133,Male,27,White,Non-Hispanic,13,Employed,20,1400,0,0,0,0,0,0,1,0,1,1
42,42000,Female,66,White,Non-Hispanic,12,Not in labor force,0,9600,0,0,0,0,1,0,1,0,0,0
42,42003,Female,66,White,Non-Hispanic,14,Employed,40,80000,0,0,0,0,1,0,1,0,1,1
36,36081,Female,60,White,Non-Hispanic,,Not in labor force,0,1800,0,0,0,0,1,0,1,0,0,0
42,42071,Male,45,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
12,12000,Female,59,Other,Hispanic,14,Employed,40,100000,0,0,0,0,1,0,0,1,1,1
42,42000,Male,81,Other,Non-Hispanic,12,Not in labor force,8,26300,0,0,0,0,0,0,0,0,0,0
25,25017,Male,49,White,Non-Hispanic,17,Employed,40,70000,1,1,0,0,0,0,1,0,1,1
48,48201,Male,20,Other,Hispanic,13,Employed,40,25000,0,0,0,0,0,0,0,1,1,1
37,37051,Female,72,Black,Non-Hispanic,12,Employed,40,22500,0,0,0,0,1,1,0,0,1,1
13,13089,Female,34,Black,Non-Hispanic,12,Unemployed,0,0,0,0,0,0,1,1,0,0,1,0
39,39000,Male,25,White,Non-Hispanic,12,Employed,40,49000,0,0,0,0,0,0,1,0,1,1
25,25023,Male,69,White,Non-Hispanic,13,Not in labor force,0,22500,0,0,0,0,0,0,1,0,0,0
06,06019,Male,48,White,Non-Hispanic,17,Employed,40,188000,1,1,0,0,0,0,1,0,1,1
42,42000,Female,58,White,Non-Hispanic,12,Employed,30,11000,0,0,0,0,1,0,1,0,1,1
48,48029,Female,79,Other,Hispanic,16,Not in labor force,0,18000,1,0,0,0,1,0,0,1,0,0
13,13000,Male,41,Other,Hispanic,17,Employed,40,15000,1,0,1,0,0,0,0,1,1,1
19,19000,Male,67,White,Non-Hispanic,12,Employed,20,63000,0,0,0,0,0,0,1,0,1,1
06,06085,Male,25,White,Non-Hispanic,4,Employed,40,270000,0,0,0,0,0,0,1,0,1,1
17,17043,Male,61,White,Non-Hispanic,17,Employed,45,301000,1,1,0,0,0,0,1,0,1,1
47,47037,Female,25,White,Non-Hispanic,17,Employed,30,50000,1,1,0,0,1,0,1,0,1,1
26,26000,Female,62,White,Non-Hispanic,14,Not in labor force,0,5000,0,0,0,0,1,0,1,0,0,0
12,12000,Male,51,Black,Non-Hispanic,10,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
18,18000,Female,65,White,Non-Hispanic,12,Not in labor force,0,820,0,0,0,0,1,0,1,0,0,0
26,26163,Male,68,White,Non-Hispanic,16,Employed,40,54900,1,0,0,0,0,0,1,0,1,1
33,33000,Male,38,White,Non-Hispanic,16,Employed,50,120000,1,0,0,0,0,0,1,0,1,1
26,26000,Male,38,White,Non-Hispanic,12,Employed,40,40000,0,0,0,0,0,0,1,0,1,1
47,47000,Female,72,White,Non-Hispanic,12,Not in labor force,0,12400,0,0,0,0,1,0,1,0,0,0
32,32003,Male,74,White,Non-Hispanic,17,Not in labor force,0,97900,1,1,0,0,0,0,1,0,0,0
47,47125,Male,59,White,Non-Hispanic,12,Not in labor force,0,51000,0,0,0,0,0,0,1,0,0,0
34,34013,Male,51,White,Non-Hispanic,16,Employed,35,125000,1,0,0,0,0,0,1,0,1,1
31,31055,Female,22,White,Non-Hispanic,13,Employed,18,9200,0,0,0,0,1,0,1,0,1,1
12,12000,Female,59,White,Non-Hispanic,12,Not in labor force,0,7100,0,0,0,0,1,0,1,0,0,0
31,31109,Female,49,White,Non-Hispanic,16,Employed,40,42000,1,0,0,0,1,0,1,0,1,1
24,24000,Male,53,White,Non-Hispanic,13,Employed,32,18500,0,0,0,0,0,0,1,0,1,1
42,42101,Male,19,Other,Non-Hispanic,13,Not in labor force,7,3010,0,0,0,0,0,0,0,0,0,0
37,37000,Male,42,White,Non-Hispanic,12,Employed,40,52000,0,0,0,0,0,0,1,0,1,1
48,48113,Male,48,Other,Hispanic,8,Employed,40,10000,0,0,0,0,0,0,0,1,1,1
41,41039,Female,74,White,Non-Hispanic,13,Employed,40,107100,0,0,0,0,1,0,1,0,1,1
32,32003,Male,29,Other,Hispanic,13,Employed,40,47000,0,0,0,0,0,0,0,1,1,1
48,48000,Female,76,White,Non-Hispanic,12,Not in labor force,0,37400,0,0,0,0,1,0,1,0,0,0
05,05000,Female,88,White,Non-Hispanic,10,Not in labor force,0,10000,0,0,0,0,1,0,1,0,0,0
01,01000,Male,28,White,Non-Hispanic,16,Employed,40,70000,1,0,0,0,0,0,1,0,1,1
13,13067,Male,76,Other,Non-Hispanic,13,Not in labor force,0,37200,0,0,0,0,0,0,0,0,0,0
48,48201,Male,19,White,Hispanic,12,Not in labor force,0,8400,0,0,0,0,0,0,1,1,0,0
42,42017,Female,29,Other,Non-Hispanic,16,Employed,14,9500,1,0,0,0,1,0,0,0,1,1
22,22055,Female,72,Black,Non-Hispanic,12,Not in labor force,0,19700,0,0,0,0,1,1,0,0,0,0
51,51760,Male,18,Other,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
29,29000,Female,81,White,Non-Hispanic,13,Not in labor force,0,31400,0,0,0,0,1,0,1,0,0,0
26,26000,Male,24,White,Non-Hispanic,13,Employed,60,35000,0,0,0,0,0,0,1,0,1,1
34,34031,Male,47,White,Non-Hispanic,14,Employed,40,167000,0,0,0,0,0,0,1,0,1,1
06,06083,Male,76,Other,Hispanic,8,Not in labor force,0,13000,0,0,0,0,0,0,0,1,0,0
12,12005,Female,61,White,Non-Hispanic,17,Employed,45,71000,1,0,1,0,1,0,1,0,1,1
45,45063,Male,51,White,Non-Hispanic,13,Employed,65,35000,0,0,0,0,0,0,1,0,1,1
06,06071,Male,48,White,Non-Hispanic,12,Employed,45,170000,0,0,0,0,0,0,1,0,1,1
06,06037,Male,41,White,Non-Hispanic,8,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
12,12057,Male,40,Other,Non-Hispanic,16,Employed,40,83000,1,0,0,0,0,0,0,0,1,1
17,17000,Male,83,White,Non-Hispanic,10,Not in labor force,0,29500,0,0,0,0,0,0,1,0,0,0
48,48085,Female,86,Black,Non-Hispanic,12,Not in labor force,0,14000,0,0,0,0,1,1,0,0,0,0
37,37000,Female,71,White,Non-Hispanic,13,Not in labor force,0,21800,0,0,0,0,1,0,1,0,0,0
55,55000,Male,44,White,Non-Hispanic,13,Employed,40,40000,0,0,0,0,0,0,1,0,1,1
45,45019,Male,43,Black,Non-Hispanic,12,Employed,40,32000,0,0,0,0,0,1,0,0,1,1
12,12103,Male,42,White,Non-Hispanic,14,Employed,50,78000,0,0,0,0,0,0,1,0,1,1
26,26081,Female,28,White,Non-Hispanic,12,Employed,48,40000,0,0,0,0,1,0,1,0,1,1
26,26000,Male,68,White,Non-Hispanic,12,Not in labor force,0,24700,0,0,0,0,0,0,1,0,0,0
48,48201,Male,25,White,Hispanic,12,Employed,42,18000,0,0,0,0,0,0,1,1,1,1
12,12099,Male,73,White,Non-Hispanic,16,Not in labor force,0,55600,1,0,0,0,0,0,1,0,0,0
06,06037,Male,18,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
04,04000,Female,31,White,Non-Hispanic,10,Employed,28,7000,0,0,0,0,1,0,1,0,1,1
42,42029,Male,51,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,0,0,1,0,0,0
21,21111,Male,40,White,Non-Hispanic,16,Not in labor force,40,50000,1,0,0,0,0,0,1,0,0,0
09,09140,Female,66,White,Non-Hispanic,12,Employed,16,58400,0,0,0,0,1,0,1,0,1,1
12,12127,Male,88,White,Non-Hispanic,17,Not in labor force,0,21600,1,0,1,0,0,0,1,0,0,0
24,24021,Male,46,White,Non-Hispanic,17,Employed,40,186900,1,1,0,0,0,0,1,0,1,1
06,06037,Female,19,Other,Hispanic,13,Employed,5,2700,0,0,0,0,1,0,0,1,1,1
25,25017,Female,53,Other,Non-Hispanic,16,Employed,40,54000,1,0,0,0,1,0,0,0,1,1
06,06067,Male,18,Other,Hispanic,12,Employed,20,4200,0,0,0,0,0,0,0,1,1,1
42,42029,Female,73,White,Non-Hispanic,16,Employed,8,218400,1,0,0,0,1,0,1,0,1,1
17,17031,Female,22,White,Non-Hispanic,12,Employed,40,37000,0,0,0,0,1,0,1,0,1,1
08,08000,Female,64,White,Non-Hispanic,14,Employed,32,96000,0,0,0,0,1,0,1,0,1,1
42,42000,Male,45,White,Non-Hispanic,16,Employed,45,8500,1,0,0,0,0,0,1,0,1,1
12,12099,Male,35,White,Non-Hispanic,17,Employed,40,95000,1,0,1,0,0,0,1,0,1,1
20,20000,Female,50,AIAN,Non-Hispanic,11,Not in labor force,0,8200,0,0,0,0,1,0,0,0,0,0
21,21117,Male,35,Black,Non-Hispanic,16,Employed,40,70000,1,0,0,0,0,1,0,0,1,1
48,48439,Male,67,White,Non-Hispanic,16,Not in labor force,0,38150,1,0,0,0,0,0,1,0,0,0
06,06037,Male,56,Other,Hispanic,8,Employed,40,37000,0,0,0,0,0,0,0,1,1,1
21,21111,Female,73,White,Non-Hispanic,12,Not in labor force,0,14900,0,0,0,0,1,0,1,0,0,0
48,48167,Male,46,White,Non-Hispanic,10,Not in labor force,0,10100,0,0,0,0,0,0,1,0,0,0
36,36047,Male,46,White,Non-Hispanic,12,Employed,20,15000,0,0,0,0,0,0,1,0,1,1
39,39049,Female,39,Other,Non-Hispanic,14,Employed,20,15000,0,0,0,0,1,0,0,0,1,1
37,37000,Male,30,White,Non-Hispanic,12,Employed,60,33400,0,0,0,0,0,0,1,0,1,1
37,37000,Male,58,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
36,36119,Male,33,Other,Non-Hispanic,16,Employed,37,251000,1,0,0,0,0,0,0,0,1,1
34,34003,Female,65,Other,Non-Hispanic,16,Not in labor force,0,331000,1,0,0,0,1,0,0,0,0,0
34,34031,Female,58,Black,Non-Hispanic,12,Employed,7,1200,0,0,0,0,1,1,0,0,1,1
12,12095,Female,22,Other,Hispanic,16,Employed,40,32000,1,0,0,0,1,0,0,1,1,1
01,01000,Female,78,White,Non-Hispanic,13,Not in labor force,0,13200,0,0,0,0,1,0,1,0,0,0
36,36000,Male,40,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,0,0,1,0,0,0
51,51810,Female,43,Other,Non-Hispanic,13,Employed,40,60000,0,0,0,0,1,0,0,0,1,1
20,20000,Male,64,White,Non-Hispanic,12,Employed,50,364000,0,0,0,0,0,0,1,0,1,1
46,46000,Female,39,Other,Hispanic,13,Unemployed,0,23200,0,0,0,0,1,0,0,1,1,0
29,29000,Male,65,White,Non-Hispanic,12,Not in labor force,40,45600,0,0,0,0,0,0,1,0,0,0
06,06000,Male,65,AIAN,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
42,42000,Male,88,White,Non-Hispanic,12,Not in labor force,0,38700,0,0,0,0,0,0,1,0,0,0
39,39169,Male,32,White,Non-Hispanic,12,Employed,40,30000,0,0,0,0,0,0,1,0,1,1
39,39000,Male,71,White,Non-Hispanic,12,Employed,25,77000,0,0,0,0,0,0,1,0,1,1
12,12117,Male,18,Black,Hispanic,13,Not in labor force,0,0,0,0,0,0,0,1,0,1,0,0
48,48303,Female,85,Black,Non-Hispanic,17,Not in labor force,0,50100,1,1,0,0,1,1,0,0,0,0
17,17000,Male,28,White,Non-Hispanic,12,Employed,40,49000,0,0,0,0,0,0,1,0,1,1
06,06071,Male,18,Other,Non-Hispanic,13,Not in labor force,50,9700,0,0,0,0,0,0,0,0,0,0
06,06111,Female,73,Other,Non-Hispanic,12,Not in labor force,0,9000,0,0,0,0,1,0,0,0,0,0
36,36103,Female,21,White,Hispanic,10,Not in labor force,24,7200,0,0,0,0,1,0,1,1,0,0
12,12000,Female,48,Other,Hispanic,17,Employed,50,40000,1,0,1,0,1,0,0,1,1,1
42,42091,Female,25,White,Non-Hispanic,16,Employed,40,85000,1,0,0,0,1,0,1,0,1,1
34,34029,Female,46,White,Non-Hispanic,16,Employed,40,59000,1,0,0,0,1,0,1,0,1,1
13,13077,Female,62,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
53,53063,Female,18,White,Non-Hispanic,12,Employed,30,3000,0,0,0,0,1,0,1,0,1,1
13,13051,Female,21,White,Non-Hispanic,12,Not in labor force,40,2000,0,0,0,0,1,0,1,0,0,0
48,48000,Female,81,White,Non-Hispanic,12,Not in labor force,0,9000,0,0,0,0,1,0,1,0,0,0
05,05000,Female,19,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
37,37000,Female,73,AIAN,Non-Hispanic,8,Not in labor force,0,18000,0,0,0,0,1,0,0,0,0,0
47,47009,Female,60,White,Non-Hispanic,14,Employed,15,3000,0,0,0,0,1,0,1,0,1,1
36,36000,Female,59,White,Non-Hispanic,13,Employed,29,25000,0,0,0,0,1,0,1,0,1,1
29,29000,Female,29,White,Non-Hispanic,12,Employed,40,30000,0,0,0,0,1,0,1,0,1,1
36,36081,Female,95,Other,Non-Hispanic,10,Not in labor force,0,17600,0,0,0,0,1,0,0,0,0,0
45,45000,Female,52,White,Non-Hispanic,12,Employed,40,60000,0,0,0,0,1,0,1,0,1,1
34,34039,Male,54,White,Non-Hispanic,12,Employed,50,80000,0,0,0,0,0,0,1,0,1,1
01,01000,Female,31,White,Non-Hispanic,12,Employed,40,22000,0,0,0,0,1,0,1,0,1,1
12,12095,Male,20,Black,Non-Hispanic,11,Not in labor force,0,0,0,0,0,0,0,1,0,0,0,0
36,36000,Female,51,White,Non-Hispanic,17,Not in labor force,0,50800,1,1,0,0,1,0,1,0,0,0
34,34013,Female,64,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
34,34005,Female,54,Other,Non-Hispanic,16,Employed,60,135000,1,0,0,0,1,0,0,0,1,1
09,09180,Female,64,White,Non-Hispanic,12,Employed,40,46000,0,0,0,0,1,0,1,0,1,1
29,29000,Female,75,White,Non-Hispanic,12,Not in labor force,0,10000,0,0,0,0,1,0,1,0,0,0
17,17031,Male,33,White,Non-Hispanic,12,Employed,30,50000,0,0,0,0,0,0,1,0,1,1
06,06081,Female,32,White,Non-Hispanic,13,Employed,40,35000,0,0,0,0,1,0,1,0,1,1
53,53000,Female,85,White,Non-Hispanic,11,Not in labor force,0,32400,0,0,0,0,1,0,1,0,0,0
12,12103,Female,31,White,Non-Hispanic,16,Employed,40,55000,1,0,0,0,1,0,1,0,1,1
39,39049,Female,26,White,Non-Hispanic,16,Employed,50,60000,1,0,0,0,1,0,1,0,1,1
53,53033,Male,40,Chinese,Non-Hispanic,17,Employed,40,167000,1,0,1,0,0,0,0,0,1,1
48,48141,Female,31,White,Non-Hispanic,17,Not in labor force,5,-7900,1,1,0,0,1,0,1,0,0,0
05,05000,Female,64,White,Non-Hispanic,16,Employed,40,133000,1,0,0,0,1,0,1,0,1,1
16,16019,Male,60,White,Non-Hispanic,16,Employed,40,160000,1,0,0,0,0,0,1,0,1,1
48,48201,Female,36,White,Hispanic,12,Employed,30,32000,0,0,0,0,1,0,1,1,1,1
01,01000,Male,59,Black,Non-Hispanic,14,Employed,40,42000,0,0,0,0,0,1,0,0,1,1
38,38000,Female,33,White,Non-Hispanic,17,Employed,50,137000,1,1,0,0,1,0,1,0,1,1
45,45035,Female,60,White,Non-Hispanic,12,Employed,45,4200,0,0,0,0,1,0,1,0,1,1
47,47149,Female,27,White,Non-Hispanic,16,Employed,40,61000,1,0,0,0,1,0,1,0,1,1
31,31000,Female,56,White,Non-Hispanic,16,Employed,2,100,1,0,0,0,1,0,1,0,1,1
49,49000,Female,31,White,Non-Hispanic,13,Employed,40,46100,0,0,0,0,1,0,1,0,1,1
55,55000,Female,74,White,Non-Hispanic,13,Not in labor force,0,78000,0,0,0,0,1,0,1,0,0,0
13,13135,Male,74,White,Non-Hispanic,13,Not in labor force,0,10500,0,0,0,0,0,0,1,0,0,0
04,04013,Female,71,AIAN,Non-Hispanic,12,Not in labor force,0,11500,0,0,0,0,1,0,0,0,0,0
22,22000,Male,62,White,Non-Hispanic,12,Not in labor force,0,12700,0,0,0,0,0,0,1,0,0,0
06,06067,Female,33,Chinese,Non-Hispanic,17,Employed,45,143000,1,1,0,0,1,0,0,0,1,1
49,49035,Male,26,Other,Hispanic,12,Employed,50,50000,0,0,0,0,0,0,0,1,1,1
17,17093,Female,51,White,Non-Hispanic,12,Employed,25,15500,0,0,0,0,1,0,1,0,1,1
53,53063,Female,77,White,Non-Hispanic,12,Not in labor force,0,6600,0,0,0,0,1,0,1,0,0,0
06,06083,Male,45,Other,Non-Hispanic,16,Employed,40,150000,1,0,0,0,0,0,0,0,1,1
26,26021,Male,32,Other,Non-Hispanic,17,Employed,48,131500,1,1,0,0,0,0,0,0,1,1
17,17031,Male,41,Other,Non-Hispanic,12,Employed,40,50000,0,0,0,0,0,0,0,0,1,1
48,48167,Female,44,White,Non-Hispanic,16,Employed,40,71300,1,0,0,0,1,0,1,0,1,1
45,45000,Male,51,White,Non-Hispanic,17,Employed,40,75000,1,0,0,1,0,0,1,0,1,1
22,22073,Female,80,White,Non-Hispanic,16,Not in labor force,0,46500,1,0,0,0,1,0,1,0,0,0
13,13121,Male,70,White,Non-Hispanic,17,Employed,40,189300,1,0,0,1,0,0,1,0,1,1
29,29183,Male,75,White,Non-Hispanic,16,Not in labor force,0,62000,1,0,0,0,0,0,1,0,0,0
26,26000,Female,42,White,Non-Hispanic,14,Employed,30,25000,0,0,0,0,1,0,1,0,1,1
22,22000,Female,20,White,Non-Hispanic,12,Employed,33,12200,0,0,0,0,1,0,1,0,1,1
12,12000,Female,36,White,Non-Hispanic,14,Employed,25,8000,0,0,0,0,1,0,1,0,1,1
35,35043,Female,89,White,Non-Hispanic,12,Not in labor force,0,17000,0,0,0,0,1,0,1,0,0,0
37,37183,Male,56,White,Non-Hispanic,17,Employed,40,4200,1,1,0,0,0,0,1,0,1,1
17,17089,Female,41,Other,Non-Hispanic,16,Employed,40,100000,1,0,0,0,1,0,0,0,1,1
51,51041,Female,79,White,Non-Hispanic,12,Not in labor force,0,18600,0,0,0,0,1,0,1,0,0,0
17,17000,Female,60,White,Non-Hispanic,12,Employed,36,39000,0,0,0,0,1,0,1,0,1,1
26,26081,Male,94,White,Non-Hispanic,12,Not in labor force,0,40900,0,0,0,0,0,0,1,0,0,0
06,06111,Male,24,Other,Hispanic,12,Employed,7,20200,0,0,0,0,0,0,0,1,1,1
17,17000,Female,23,White,Non-Hispanic,16,Employed,40,45000,1,0,0,0,1,0,1,0,1,1
12,12091,Female,36,White,Non-Hispanic,17,Employed,40,35000,1,1,0,0,1,0,1,0,1,1
12,12081,Female,34,Other,Non-Hispanic,12,Employed,40,35460,0,0,0,0,1,0,0,0,1,1
41,41000,Male,56,White,Non-Hispanic,14,Employed,30,25000,0,0,0,0,0,0,1,0,1,1
